"elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel"
3,1,2,2,"true","true",256,256,5.98219050588762e-09
1,1,8,2,"true","false",256,32,3.49618217820086e-09
6,2,2,2,"true","true",512,1,2.6950284121753e-10
15,5,4,4,"true","false",256,4,2.00324658726448e-10
8,2,2,2,"true","true",1024,4,2.57546334200568e-10
12,6,8,2,"true","true",128,8,5.43200908425799e-10
2,2,1,4,"true","false",64,64,3.78194136745878e-09
12,6,8,4,"true","false",256,128,4.06862588111236e-09
2,1,1,2,"true","true",1024,2,2.71280303421731e-10
10,5,4,2,"true","false",256,32,6.62266304946334e-10
8,4,1,2,"true","true",256,8,1.50242881723605e-10
3,1,8,2,"true","true",256,128,4.41997948164364e-09
3,3,4,2,"true","true",512,256,5.78801645429964e-09
2,1,2,2,"true","true",64,4,4.20818841639648e-10
4,2,16,4,"true","false",32,1,9.4521009471909e-10
15,5,4,2,"true","true",512,128,9.50211402170137e-10
1,1,4,4,"true","false",512,16,8.20102322733893e-10
6,2,2,2,"true","false",512,128,1.13824229342149e-09
9,3,1,2,"true","false",128,8,2.91163061129045e-10
3,1,1,2,"true","false",64,8,8.01270425298534e-10
4,1,16,2,"true","false",512,1,8.12239448280748e-10
24,6,8,4,"true","false",256,16,3.15035383929275e-10
2,2,1,4,"true","true",1024,256,1.03563971250979e-09
3,1,16,4,"true","false",128,2,8.90181543682813e-10
8,2,16,4,"true","true",512,512,8.09239787268454e-09
6,3,8,2,"true","false",256,256,8.54273450248191e-09
9,3,1,4,"true","true",64,2,2.05995620832605e-10
2,2,1,2,"true","true",512,2,1.55670767533719e-10
6,2,2,2,"true","false",64,4,3.79107504162369e-10
3,3,4,4,"true","true",128,1,5.21378267160232e-10
6,6,2,2,"true","true",128,8,3.91133478750733e-10
24,6,1,2,"true","true",256,1,1.49205364641153e-10
4,2,1,2,"true","true",64,32,1.87177795958057e-09
4,2,8,2,"true","true",128,128,9.18204098322600e-09
6,2,8,4,"true","true",1024,32,4.44579193000384e-10
2,1,4,4,"true","true",64,1,5.21097787513594e-10
4,4,1,4,"true","true",1024,1024,3.59849148474904e-09
12,6,2,4,"true","false",512,512,3.31325749270948e-09
24,6,2,4,"true","true",64,64,2.63504123152763e-09
12,6,2,4,"true","true",64,4,2.10250000392598e-10
1,1,16,2,"true","true",128,4,2.06480409483597e-09
8,4,16,2,"true","true",128,64,6.61164011695026e-09
6,6,1,4,"true","false",128,8,1.94072077229842e-10
3,1,1,2,"true","true",256,4,3.34106924494914e-10
24,6,1,4,"true","false",256,1,1.47370854872782e-10
20,5,2,4,"true","false",64,1,1.51904600416788e-10
1,1,1,2,"true","true",512,256,2.69550377095144e-09
6,6,4,4,"true","false",1024,64,8.50127040550501e-10
6,3,1,4,"true","true",256,16,2.50914455553676e-10
8,4,2,2,"true","true",256,128,1.54095793859976e-09
4,1,2,4,"true","false",512,2,3.12669756391231e-10
16,4,1,2,"true","true",256,8,1.60913120374616e-10
5,5,8,2,"true","false",32,8,3.52127250869319e-09
8,2,2,2,"true","false",64,16,8.46875649631563e-10
8,2,4,2,"true","false",1024,2,2.69028863537613e-10
12,4,2,2,"true","true",256,256,3.63745599727258e-09
12,3,8,4,"true","false",128,8,3.62460262874901e-10
6,3,2,4,"true","true",512,512,3.45435190601509e-09
9,3,4,2,"true","true",1024,128,6.27618899630132e-10
12,3,4,2,"true","false",1024,1,2.32927591278459e-10
18,6,8,2,"true","false",512,4,3.74375223260754e-10
2,1,1,2,"true","true",512,32,4.16372136979073e-10
9,3,1,4,"true","false",1024,256,9.66821113417834e-10
5,5,4,2,"true","true",128,128,1.04137111168453e-08
8,2,4,4,"true","true",64,4,2.79493180842604e-10
16,4,16,4,"true","false",128,4,4.26129755741035e-10
16,4,4,2,"true","true",32,4,3.63602626210014e-10
9,3,1,4,"true","true",512,512,3.44208693231395e-09
9,3,1,2,"true","false",256,16,2.88677097913934e-10
15,5,1,4,"true","false",256,1,1.74494426923639e-10
8,2,8,2,"true","false",64,1,2.98408282391431e-10
2,1,4,4,"true","false",256,16,7.20606361516401e-10
16,4,2,4,"true","true",256,64,6.79999216585524e-10
3,3,1,4,"true","true",64,32,1.62103519300399e-09
5,5,8,2,"true","true",256,8,6.26686366533449e-10
20,5,16,4,"true","false",64,2,4.47155512996973e-10
24,6,2,4,"true","false",32,8,6.07338647790548e-10
18,6,16,4,"true","true",128,1,5.92480961301504e-10
24,6,2,4,"true","false",1024,16,1.78577418288844e-10
6,6,4,4,"true","false",128,32,2.36191622679504e-09
4,1,8,2,"true","true",128,128,6.49959610029547e-09
9,3,4,4,"true","true",1024,4,2.70375467556833e-10
